	x
9659	ENSG00000151136_ENSG00000257579
9660	ENSG00000267000_ENSG00000183287
9661	ENSG00000267061_ENSG00000183287
9662	ENSG00000267269_ENSG00000183287
9663	ENSG00000247240_ENSG00000260103
9664	ENSG00000228506_ENSG00000132424
9665	ENSG00000235681_ENSG00000226696
9666	ENSG00000167615_ENSG00000226696
9667	ENSG00000091157_ENSG00000091164
9668	ENSG00000242083_ENSG00000157426
9669	ENSG00000175093_ENSG00000251270
9670	ENSG00000099954_ENSG00000232305
9671	ENSG00000099954_ENSG00000228045
9672	ENSG00000167842_ENSG00000072849
9673	ENSG00000134376_ENSG00000230260
9674	ENSG00000206344_ENSG00000232703
9675	ENSG00000184005_ENSG00000223905
9676	ENSG00000154165_ENSG00000080819
9677	ENSG00000183066_ENSG00000215347
9678	ENSG00000171489_ENSG00000221994
9679	ENSG00000238068_ENSG00000221994
9680	ENSG00000235530_ENSG00000178307
9681	ENSG00000235530_ENSG00000263815
9682	ENSG00000168026_ENSG00000114745
9683	ENSG00000128645_ENSG00000224189
9684	ENSG00000153832_ENSG00000153827
9685	ENSG00000153832_ENSG00000252333
9686	ENSG00000182150_ENSG00000175611
9687	ENSG00000118690_ENSG00000218872
9688	ENSG00000118690_ENSG00000228834
9689	ENSG00000118690_ENSG00000230290
9690	ENSG00000135537_ENSG00000238079
9691	ENSG00000163449_ENSG00000115425
9692	ENSG00000258962_ENSG00000133962
9693	ENSG00000154654_ENSG00000226771
9694	ENSG00000154654_ENSG00000221210
9695	ENSG00000136895_ENSG00000229369
9696	ENSG00000222940_ENSG00000163026
9697	ENSG00000157107_ENSG00000248930
9698	ENSG00000111490_ENSG00000243020
9699	ENSG00000197816_ENSG00000221269
9700	ENSG00000252861_ENSG00000164176
9701	ENSG00000255036_ENSG00000221269
9702	ENSG00000232871_ENSG00000142233
9703	ENSG00000264051_ENSG00000124370
9704	ENSG00000099338_ENSG00000238838
9705	ENSG00000099338_ENSG00000266963
9706	ENSG00000182512_ENSG00000247092
9707	ENSG00000260499_ENSG00000207083
9708	ENSG00000180828_ENSG00000254102
9709	ENSG00000212359_ENSG00000138738
9710	ENSG00000157510_ENSG00000248647
9711	ENSG00000157510_ENSG00000253406
9712	ENSG00000252072_ENSG00000242288
9713	ENSG00000138448_ENSG00000227227
9714	ENSG00000257453_ENSG00000139289
9715	ENSG00000235027_ENSG00000117984
9716	ENSG00000173210_ENSG00000248647
9717	ENSG00000039068_ENSG00000260798
9718	ENSG00000260459_ENSG00000260798
9719	ENSG00000163632_ENSG00000224479
9720	ENSG00000163632_ENSG00000163634
9721	ENSG00000263585_ENSG00000183010
9722	ENSG00000130167_ENSG00000267174
9723	ENSG00000130167_ENSG00000105514
9724	ENSG00000110104_ENSG00000255959
9725	ENSG00000257256_ENSG00000050405
9726	ENSG00000230612_ENSG00000131437
9727	ENSG00000231864_ENSG00000186193
9728	ENSG00000006125_ENSG00000267003
9729	ENSG00000130635_ENSG00000204011
9730	ENSG00000174348_ENSG00000232993
9731	ENSG00000109674_ENSG00000249084
9732	ENSG00000249870_ENSG00000008294
9733	ENSG00000169684_ENSG00000261762
9734	ENSG00000263873_ENSG00000154096
9735	ENSG00000088970_ENSG00000232712
9736	ENSG00000109911_ENSG00000228061
9737	ENSG00000203504_ENSG00000228061
9738	ENSG00000259813_ENSG00000158717
9739	ENSG00000245928_ENSG00000198301
9740	ENSG00000245928_ENSG00000138755
9741	ENSG00000254578_ENSG00000187954
9742	ENSG00000247993_ENSG00000251493
9743	ENSG00000187134_ENSG00000224115
9744	ENSG00000049759_ENSG00000267396
9745	ENSG00000250646_ENSG00000128052
9746	ENSG00000263859_ENSG00000263731
9747	ENSG00000205336_ENSG00000261633
9748	ENSG00000122481_ENSG00000228852
9749	ENSG00000161958_ENSG00000263301
9750	ENSG00000173401_ENSG00000180881
9751	ENSG00000165392_ENSG00000253961
9752	ENSG00000138166_ENSG00000225461
9753	ENSG00000267007_ENSG00000079313
9754	ENSG00000199133_ENSG00000230262
9755	ENSG00000062282_ENSG00000254814
9756	ENSG00000241202_ENSG00000174963
9757	ENSG00000257808_ENSG00000257479
9758	ENSG00000224905_ENSG00000188992
9759	ENSG00000240755_ENSG00000188992
9760	ENSG00000146049_ENSG00000146038
9761	ENSG00000144535_ENSG00000227033
9762	ENSG00000157601_ENSG00000228318
9763	ENSG00000249859_ENSG00000222501
9764	ENSG00000242366_ENSG00000224814
9765	ENSG00000242515_ENSG00000224814
9766	ENSG00000241119_ENSG00000224814
9767	ENSG00000244122_ENSG00000224814
9768	ENSG00000167165_ENSG00000224814
9769	ENSG00000155097_ENSG00000254236
9770	ENSG00000267111_ENSG00000225373
9771	ENSG00000234428_ENSG00000123104
9772	ENSG00000196987_ENSG00000198910
9773	ENSG00000158528_ENSG00000236197
9774	ENSG00000251423_ENSG00000039139
9775	ENSG00000267423_ENSG00000266893
9776	ENSG00000266976_ENSG00000266893
9777	ENSG00000127603_ENSG00000226438
9778	ENSG00000144648_ENSG00000235288
9779	ENSG00000240747_ENSG00000235288
9780	ENSG00000138109_ENSG00000233377
9781	ENSG00000232892_ENSG00000143248
9782	ENSG00000232892_ENSG00000232995
9783	ENSG00000230163_ENSG00000163866
9784	ENSG00000254451_ENSG00000258112
9785	ENSG00000254451_ENSG00000180881
9786	ENSG00000250384_ENSG00000163453
9787	ENSG00000259343_ENSG00000188869
9788	ENSG00000187134_ENSG00000238840
9789	ENSG00000263558_ENSG00000108395
9790	ENSG00000237293_ENSG00000115363
9791	ENSG00000238410_ENSG00000115363
9792	ENSG00000231172_ENSG00000115363
9793	ENSG00000138834_ENSG00000261207
9794	ENSG00000166922_ENSG00000241818
9795	ENSG00000252448_ENSG00000204084
9796	ENSG00000222282_ENSG00000204084
9797	ENSG00000236627_ENSG00000223942
9798	ENSG00000253471_ENSG00000254002
9799	ENSG00000253471_ENSG00000216123
9800	ENSG00000235296_ENSG00000185105
9801	ENSG00000263017_ENSG00000167693
9802	ENSG00000185294_ENSG00000264589
9803	ENSG00000214485_ENSG00000182578
9804	ENSG00000199409_ENSG00000182578
9805	ENSG00000251523_ENSG00000168785
9806	ENSG00000197568_ENSG00000226088
9807	ENSG00000063438_ENSG00000214278
9808	ENSG00000067798_ENSG00000258225
9809	ENSG00000253222_ENSG00000252261
9810	ENSG00000229401_ENSG00000183674
9811	ENSG00000248839_ENSG00000080822
9812	ENSG00000248839_ENSG00000080819
9813	ENSG00000248839_ENSG00000250562
9814	ENSG00000260235_ENSG00000169371
9815	ENSG00000108557_ENSG00000226746
9816	ENSG00000264167_ENSG00000226746
9817	ENSG00000256915_ENSG00000213344
9818	ENSG00000005844_ENSG00000260487
9819	ENSG00000005844_ENSG00000251706
9820	ENSG00000255327_ENSG00000254716
9821	ENSG00000250033_ENSG00000248307
9822	ENSG00000189099_ENSG00000250350
9823	ENSG00000266242_ENSG00000265766
9824	ENSG00000244266_ENSG00000185958
9825	ENSG00000161813_ENSG00000185958
9826	ENSG00000175061_ENSG00000266651
9827	ENSG00000168502_ENSG00000252319
9828	ENSG00000245105_ENSG00000175899
9829	ENSG00000135218_ENSG00000232667
9830	ENSG00000135218_ENSG00000223550
9831	ENSG00000135218_ENSG00000214415
9832	ENSG00000135218_ENSG00000229436
9833	ENSG00000246859_ENSG00000134986
9834	ENSG00000259437_ENSG00000259289
9835	ENSG00000183340_ENSG00000255679
9836	ENSG00000267141_ENSG00000129911
9837	ENSG00000239607_ENSG00000167863
9838	ENSG00000232821_ENSG00000122691
9839	ENSG00000182199_ENSG00000185633
9840	ENSG00000148180_ENSG00000214651
9841	ENSG00000160191_ENSG00000225731
9842	ENSG00000125821_ENSG00000233993
9843	ENSG00000003402_ENSG00000232133
9844	ENSG00000003402_ENSG00000235579
9845	ENSG00000160145_ENSG00000240622
9846	ENSG00000160145_ENSG00000263775
9847	ENSG00000231691_ENSG00000143850
9848	ENSG00000219682_ENSG00000168405
9849	ENSG00000262400_ENSG00000168405
9850	ENSG00000217805_ENSG00000168405
9851	ENSG00000222373_ENSG00000168405
9852	ENSG00000264238_ENSG00000168405
9853	ENSG00000116698_ENSG00000116701
9854	ENSG00000148655_ENSG00000236842
9855	ENSG00000148655_ENSG00000215921
9856	ENSG00000148655_ENSG00000221232
9857	ENSG00000148655_ENSG00000265486
9858	ENSG00000148655_ENSG00000201954
9859	ENSG00000148655_ENSG00000232704
9860	ENSG00000148655_ENSG00000230575
9861	ENSG00000065989_ENSG00000105401
9862	ENSG00000148120_ENSG00000207617
9863	ENSG00000267216_ENSG00000264333
9864	ENSG00000142396_ENSG00000264333
9865	ENSG00000166598_ENSG00000214198
9866	ENSG00000011021_ENSG00000236997
9867	ENSG00000106038_ENSG00000253405
9868	ENSG00000169122_ENSG00000253116
9869	ENSG00000138083_ENSG00000236502
9870	ENSG00000059122_ENSG00000262959
9871	ENSG00000182872_ENSG00000237351
9872	ENSG00000229382_ENSG00000237664
9873	ENSG00000139641_ENSG00000258345
9874	ENSG00000249690_ENSG00000198589
9875	ENSG00000183432_ENSG00000198589
9876	ENSG00000251755_ENSG00000250954
9877	ENSG00000250723_ENSG00000250954
9878	ENSG00000239983_ENSG00000250954
9879	ENSG00000143630_ENSG00000176444
9880	ENSG00000207457_ENSG00000100138
9881	ENSG00000235296_ENSG00000183010
9882	ENSG00000113161_ENSG00000247372
9883	ENSG00000266000_ENSG00000107618
9884	ENSG00000185651_ENSG00000183246
9885	ENSG00000267783_ENSG00000105011
9886	ENSG00000144810_ENSG00000263810
9887	ENSG00000226334_ENSG00000165029
9888	ENSG00000081237_ENSG00000236278
9889	ENSG00000131503_ENSG00000200051
9890	ENSG00000202522_ENSG00000214530
9891	ENSG00000265064_ENSG00000214530
9892	ENSG00000180879_ENSG00000067829
9893	ENSG00000106263_ENSG00000106266
9894	ENSG00000254996_ENSG00000200051
9895	ENSG00000265134_ENSG00000105327
9896	ENSG00000236325_ENSG00000093072
9897	ENSG00000203416_ENSG00000093072
9898	ENSG00000169896_ENSG00000252876
9899	ENSG00000252822_ENSG00000116962
9900	ENSG00000189433_ENSG00000163866
9901	ENSG00000204256_ENSG00000204257
9902	ENSG00000223837_ENSG00000204257
9903	ENSG00000180777_ENSG00000265737
9904	ENSG00000207202_ENSG00000101871
9905	ENSG00000249330_ENSG00000151834
9906	ENSG00000006283_ENSG00000251239
9907	ENSG00000006283_ENSG00000250107
9908	ENSG00000006283_ENSG00000250976
9909	ENSG00000099956_ENSG00000099958
9910	ENSG00000253911_ENSG00000104375
9911	ENSG00000254112_ENSG00000104375
9912	ENSG00000240870_ENSG00000104375
9913	ENSG00000124143_ENSG00000213959
9914	ENSG00000231579_ENSG00000113580
9915	ENSG00000203472_ENSG00000183196
9916	ENSG00000245667_ENSG00000010295
9917	ENSG00000257346_ENSG00000139549
9918	ENSG00000239186_ENSG00000131152
9919	ENSG00000265479_ENSG00000186645
9920	ENSG00000016082_ENSG00000259663
9921	ENSG00000238475_ENSG00000111110
9922	ENSG00000241941_ENSG00000111110
9923	ENSG00000213352_ENSG00000111110
9924	ENSG00000176945_ENSG00000229178
9925	ENSG00000117472_ENSG00000250719
9926	ENSG00000107099_ENSG00000235880
9927	ENSG00000075884_ENSG00000224288
9928	ENSG00000075884_ENSG00000224852
9929	ENSG00000075884_ENSG00000232772
9930	ENSG00000075884_ENSG00000236300
9931	ENSG00000075884_ENSG00000227557
9932	ENSG00000075884_ENSG00000225476
9933	ENSG00000075884_ENSG00000231766
9934	ENSG00000075884_ENSG00000257226
9935	ENSG00000232748_ENSG00000167394
9936	ENSG00000261124_ENSG00000167394
9937	ENSG00000247675_ENSG00000134569
9938	ENSG00000202441_ENSG00000204231
9939	ENSG00000112473_ENSG00000204231
9940	ENSG00000133067_ENSG00000238571
9941	ENSG00000122008_ENSG00000113163
9942	ENSG00000242198_ENSG00000113163
9943	ENSG00000090376_ENSG00000225422
9944	ENSG00000090376_ENSG00000266539
9945	ENSG00000090376_ENSG00000256072
9946	ENSG00000260639_ENSG00000175265
9947	ENSG00000261081_ENSG00000175265
9948	ENSG00000261559_ENSG00000175265
9949	ENSG00000259892_ENSG00000175265
9950	ENSG00000139842_ENSG00000126226
9951	ENSG00000113263_ENSG00000155868
9952	ENSG00000113263_ENSG00000170613
9953	ENSG00000113263_ENSG00000253980
9954	ENSG00000113263_ENSG00000222086
9955	ENSG00000168743_ENSG00000249635
9956	ENSG00000162929_ENSG00000212978
9957	ENSG00000253722_ENSG00000183808
9958	ENSG00000236872_ENSG00000070759
9959	ENSG00000184596_ENSG00000068308
9960	ENSG00000202345_ENSG00000184347
9961	ENSG00000248222_ENSG00000184347
9962	ENSG00000166987_ENSG00000175203
9963	ENSG00000198242_ENSG00000160606
9964	ENSG00000267729_ENSG00000160606
9965	ENSG00000224611_ENSG00000121858
9966	ENSG00000252581_ENSG00000018408
9967	ENSG00000241313_ENSG00000018408
9968	ENSG00000205302_ENSG00000212114
9969	ENSG00000146555_ENSG00000236510
9970	ENSG00000146063_ENSG00000264732
9971	ENSG00000267293_ENSG00000152229
9972	ENSG00000234711_ENSG00000230368
9973	ENSG00000237234_ENSG00000112769
9974	ENSG00000224101_ENSG00000155849
9975	ENSG00000224706_ENSG00000155849
9976	ENSG00000222869_ENSG00000155849
9977	ENSG00000213744_ENSG00000155849
9978	ENSG00000200113_ENSG00000155849
9979	ENSG00000201566_ENSG00000155849
9980	ENSG00000226911_ENSG00000156113
9981	ENSG00000225497_ENSG00000156113
9982	ENSG00000224500_ENSG00000156113
9983	ENSG00000199592_ENSG00000156113
9984	ENSG00000254310_ENSG00000145685
9985	ENSG00000199755_ENSG00000100554
9986	ENSG00000087460_ENSG00000225806
9987	ENSG00000163872_ENSG00000216166
9988	ENSG00000226711_ENSG00000244050
9989	ENSG00000184588_ENSG00000227466
9990	ENSG00000184588_ENSG00000223152
9991	ENSG00000258972_ENSG00000258603
9992	ENSG00000241572_ENSG00000163637
9993	ENSG00000241101_ENSG00000163637
9994	ENSG00000239926_ENSG00000163637
9995	ENSG00000244564_ENSG00000163637
9996	ENSG00000062038_ENSG00000260860
9997	ENSG00000163399_ENSG00000229895
9998	ENSG00000069424_ENSG00000131697
9999	ENSG00000119888_ENSG00000222685
10000	ENSG00000100744_ENSG00000066739
10001	ENSG00000122008_ENSG00000251724
10002	ENSG00000122008_ENSG00000248881
10003	ENSG00000234855_ENSG00000213390
10004	ENSG00000231398_ENSG00000213390
10005	ENSG00000073111_ENSG00000163870
10006	ENSG00000259523_ENSG00000104067
10007	ENSG00000234664_ENSG00000104067
10008	ENSG00000183726_ENSG00000117616
10009	ENSG00000083307_ENSG00000253991
10010	ENSG00000083307_ENSG00000253153
10011	ENSG00000205238_ENSG00000168255
10012	ENSG00000213361_ENSG00000135250
10013	ENSG00000244490_ENSG00000135250
10014	ENSG00000242154_ENSG00000135250
10015	ENSG00000201179_ENSG00000135250
10016	ENSG00000170745_ENSG00000212455
10017	ENSG00000160801_ENSG00000160808
10018	ENSG00000185246_ENSG00000100442
10019	ENSG00000180098_ENSG00000197989
10020	ENSG00000226167_ENSG00000134242
10021	ENSG00000102978_ENSG00000125170
10022	ENSG00000182368_ENSG00000204804
10023	ENSG00000126091_ENSG00000224751
10024	ENSG00000266447_ENSG00000041802
10025	ENSG00000133318_ENSG00000188070
10026	ENSG00000078304_ENSG00000256705
10027	ENSG00000078304_ENSG00000259161
10028	ENSG00000232604_ENSG00000228033
10029	ENSG00000232668_ENSG00000228033
10030	ENSG00000222327_ENSG00000106868
10031	ENSG00000200261_ENSG00000106868
10032	ENSG00000185627_ENSG00000142082
10033	ENSG00000204894_ENSG00000055609
10034	ENSG00000241007_ENSG00000055609
10035	ENSG00000253088_ENSG00000055609
10036	ENSG00000171729_ENSG00000215720
10037	ENSG00000117643_ENSG00000233478
10038	ENSG00000063978_ENSG00000251229
10039	ENSG00000063978_ENSG00000248155
10040	ENSG00000063978_ENSG00000206738
10041	ENSG00000133069_ENSG00000225063
10042	ENSG00000222055_ENSG00000172382
10043	ENSG00000120756_ENSG00000239641
10044	ENSG00000267403_ENSG00000167604
10045	ENSG00000223271_ENSG00000075131
10046	ENSG00000196208_ENSG00000264010
10047	ENSG00000196208_ENSG00000202248
10048	ENSG00000202047_ENSG00000155629
10049	ENSG00000103642_ENSG00000185088
10050	ENSG00000136048_ENSG00000257202
10051	ENSG00000267800_ENSG00000167220
10052	ENSG00000161082_ENSG00000267448
10053	ENSG00000226541_ENSG00000172348
10054	ENSG00000198612_ENSG00000227252
10055	ENSG00000254964_ENSG00000149499
10056	ENSG00000118004_ENSG00000237370
10057	ENSG00000118004_ENSG00000188765
10058	ENSG00000242634_ENSG00000103591
10059	ENSG00000243341_ENSG00000205981
10060	ENSG00000260081_ENSG00000147382
10061	ENSG00000249319_ENSG00000234185
10062	ENSG00000213937_ENSG00000184697
10063	ENSG00000006327_ENSG00000184697
10064	ENSG00000224345_ENSG00000135334
10065	ENSG00000068354_ENSG00000239017
10066	ENSG00000200237_ENSG00000127452
10067	ENSG00000267119_ENSG00000127452
10068	ENSG00000216102_ENSG00000127452
10069	ENSG00000263493_ENSG00000127452
10070	ENSG00000154217_ENSG00000238612
10071	ENSG00000154217_ENSG00000201547
10072	ENSG00000154217_ENSG00000244610
10073	ENSG00000260300_ENSG00000260932
10074	ENSG00000213304_ENSG00000130159
10075	ENSG00000213303_ENSG00000130159
10076	ENSG00000109762_ENSG00000164323
10077	ENSG00000119950_ENSG00000228417
10078	ENSG00000181856_ENSG00000263342
10079	ENSG00000181856_ENSG00000006047
10080	ENSG00000136718_ENSG00000136710
10081	ENSG00000203780_ENSG00000234016
10082	ENSG00000203780_ENSG00000233409
10083	ENSG00000006125_ENSG00000108733
10084	ENSG00000226945_ENSG00000162894
10085	ENSG00000251513_ENSG00000248758
10086	ENSG00000251513_ENSG00000251054
10087	ENSG00000251513_ENSG00000249761
10088	ENSG00000206559_ENSG00000234048
10089	ENSG00000219545_ENSG00000234718
10090	ENSG00000219545_ENSG00000214998
10091	ENSG00000219545_ENSG00000234141
10092	ENSG00000240494_ENSG00000132581
10093	ENSG00000109111_ENSG00000132581
10094	ENSG00000144642_ENSG00000216169
10095	ENSG00000144642_ENSG00000227795
10096	ENSG00000144642_ENSG00000235593
10097	ENSG00000113716_ENSG00000248696
10098	ENSG00000113716_ENSG00000241907
10099	ENSG00000113716_ENSG00000238369
10100	ENSG00000263842_ENSG00000253948
10101	ENSG00000255478_ENSG00000162241
10102	ENSG00000228028_ENSG00000213123
10103	ENSG00000156735_ENSG00000175324
10104	ENSG00000156735_ENSG00000248585
10105	ENSG00000236304_ENSG00000137507
10106	ENSG00000169682_ENSG00000260367
10107	ENSG00000144648_ENSG00000180432
10108	ENSG00000240747_ENSG00000180432
10109	ENSG00000212461_ENSG00000133858
10110	ENSG00000183580_ENSG00000250250
10111	ENSG00000225636_ENSG00000065413
10112	ENSG00000230482_ENSG00000065413
10113	ENSG00000267359_ENSG00000236320
10114	ENSG00000264540_ENSG00000108883
10115	ENSG00000225602_ENSG00000198793
10116	ENSG00000253086_ENSG00000198793
10117	ENSG00000238173_ENSG00000198793
10118	ENSG00000253992_ENSG00000155897
10119	ENSG00000242802_ENSG00000264474
10120	ENSG00000236936_ENSG00000117298
10121	ENSG00000237159_ENSG00000122756
10122	ENSG00000204351_ENSG00000204356
10123	ENSG00000263555_ENSG00000130749
10124	ENSG00000086544_ENSG00000188493
10125	ENSG00000237734_ENSG00000120162
10126	ENSG00000147896_ENSG00000120162
10127	ENSG00000153162_ENSG00000239264
10128	ENSG00000219294_ENSG00000239264
10129	ENSG00000205930_ENSG00000224427
10130	ENSG00000205930_ENSG00000207098
10131	ENSG00000205930_ENSG00000232360
10132	ENSG00000143344_ENSG00000173627
10133	ENSG00000143344_ENSG00000227554
10134	ENSG00000100393_ENSG00000231993
10135	ENSG00000237336_ENSG00000119522
10136	ENSG00000230826_ENSG00000119522
10137	ENSG00000229115_ENSG00000119522
10138	ENSG00000234881_ENSG00000119522
10139	ENSG00000129744_ENSG00000201279
10140	ENSG00000048740_ENSG00000228027
10141	ENSG00000048740_ENSG00000237986
10142	ENSG00000101752_ENSG00000265142
10143	ENSG00000108984_ENSG00000267653
10144	ENSG00000227677_ENSG00000160271
10145	ENSG00000177932_ENSG00000253144
10146	ENSG00000152137_ENSG00000256609
10147	ENSG00000154639_ENSG00000232260
10148	ENSG00000154639_ENSG00000200754
10149	ENSG00000253295_ENSG00000213386
10150	ENSG00000255482_ENSG00000152558
10151	ENSG00000234272_ENSG00000115145
10152	ENSG00000231794_ENSG00000105875
10153	ENSG00000119408_ENSG00000235204
10154	ENSG00000119408_ENSG00000264237
10155	ENSG00000155506_ENSG00000239337
10156	ENSG00000258084_ENSG00000257165
10157	ENSG00000254946_ENSG00000254789
10158	ENSG00000237319_ENSG00000068366
10159	ENSG00000264266_ENSG00000267534
10160	ENSG00000128563_ENSG00000239486
10161	ENSG00000128563_ENSG00000221510
10162	ENSG00000180902_ENSG00000234793
10163	ENSG00000200281_ENSG00000153820
10164	ENSG00000080503_ENSG00000236199
10165	ENSG00000080503_ENSG00000222973
10166	ENSG00000261978_ENSG00000167291
10167	ENSG00000183549_ENSG00000262995
10168	ENSG00000197106_ENSG00000227091
10169	ENSG00000197106_ENSG00000235526
10170	ENSG00000236519_ENSG00000184900
10171	ENSG00000255537_ENSG00000149557
10172	ENSG00000156976_ENSG00000163918
10173	ENSG00000164129_ENSG00000164128
10174	ENSG00000231119_ENSG00000101040
10175	ENSG00000248464_ENSG00000070193
10176	ENSG00000215414_ENSG00000183878
10177	ENSG00000238111_ENSG00000119778
10178	ENSG00000207440_ENSG00000092148
10179	ENSG00000221932_ENSG00000165478
10180	ENSG00000265856_ENSG00000015133
10181	ENSG00000206985_ENSG00000115904
10182	ENSG00000239930_ENSG00000160188
10183	ENSG00000235627_ENSG00000164045
10184	ENSG00000253056_ENSG00000164045
10185	ENSG00000231884_ENSG00000164045
10186	ENSG00000260898_ENSG00000159322
10187	ENSG00000235983_ENSG00000137073
10188	ENSG00000266351_ENSG00000119446
10189	ENSG00000200732_ENSG00000111885
10190	ENSG00000252297_ENSG00000156802
10191	ENSG00000207704_ENSG00000156802
10192	ENSG00000254388_ENSG00000156802
10193	ENSG00000254294_ENSG00000156802
10194	ENSG00000156206_ENSG00000259461
10195	ENSG00000260041_ENSG00000246379
10196	ENSG00000260618_ENSG00000047346
10197	ENSG00000182973_ENSG00000251224
10198	ENSG00000149196_ENSG00000239856
10199	ENSG00000199217_ENSG00000110400
10200	ENSG00000255247_ENSG00000110400
10201	ENSG00000232963_ENSG00000198399
10202	ENSG00000233747_ENSG00000198399
10203	ENSG00000242104_ENSG00000241899
10204	ENSG00000164024_ENSG00000250496
10205	ENSG00000255445_ENSG00000180773
10206	ENSG00000135297_ENSG00000240379
10207	ENSG00000238463_ENSG00000125257
10208	ENSG00000151917_ENSG00000219790
10209	ENSG00000164506_ENSG00000233452
10210	ENSG00000113318_ENSG00000248967
10211	ENSG00000113318_ENSG00000244630
10212	ENSG00000227294_ENSG00000144057
10213	ENSG00000250033_ENSG00000151012
10214	ENSG00000237136_ENSG00000151612
10215	ENSG00000226950_ENSG00000248375
10216	ENSG00000248779_ENSG00000251141
10217	ENSG00000252042_ENSG00000189159
10218	ENSG00000119685_ENSG00000133935
10219	ENSG00000263846_ENSG00000134504
10220	ENSG00000186001_ENSG00000234136
10221	ENSG00000186001_ENSG00000234742
10222	ENSG00000147601_ENSG00000222488
10223	ENSG00000260156_ENSG00000103043
10224	ENSG00000128039_ENSG00000251111
10225	ENSG00000218186_ENSG00000137261
10226	ENSG00000152422_ENSG00000174695
10227	ENSG00000152422_ENSG00000251552
10228	ENSG00000134121_ENSG00000224318
10229	ENSG00000134121_ENSG00000252017
10230	ENSG00000134121_ENSG00000231660
10231	ENSG00000125834_ENSG00000263452
10232	ENSG00000140263_ENSG00000252171
10233	ENSG00000140263_ENSG00000259352
10234	ENSG00000184640_ENSG00000264060
10235	ENSG00000184060_ENSG00000230113
10236	ENSG00000227907_ENSG00000143167
10237	ENSG00000200065_ENSG00000113384
10238	ENSG00000132664_ENSG00000089091
10239	ENSG00000253167_ENSG00000164961
10240	ENSG00000156831_ENSG00000164961
10241	ENSG00000100150_ENSG00000236132
10242	ENSG00000100150_ENSG00000227813
10243	ENSG00000222730_ENSG00000232677
10244	ENSG00000232163_ENSG00000151835
10245	ENSG00000229558_ENSG00000151835
10246	ENSG00000255681_ENSG00000147799
10247	ENSG00000265295_ENSG00000147799
10248	ENSG00000255456_ENSG00000147799
10249	ENSG00000119599_ENSG00000176043
10250	ENSG00000122376_ENSG00000266323
10251	ENSG00000253112_ENSG00000197265
10252	ENSG00000254172_ENSG00000197265
10253	ENSG00000200319_ENSG00000197265
10254	ENSG00000222579_ENSG00000136052
10255	ENSG00000265054_ENSG00000136052
10256	ENSG00000011478_ENSG00000125743
10257	ENSG00000172660_ENSG00000267025
10258	ENSG00000172660_ENSG00000267326
10259	ENSG00000258653_ENSG00000199472
10260	ENSG00000234578_ENSG00000157193
10261	ENSG00000228838_ENSG00000157193
10262	ENSG00000232762_ENSG00000157193
10263	ENSG00000197744_ENSG00000169570
10264	ENSG00000212928_ENSG00000070367
10265	ENSG00000053770_ENSG00000070367
10266	ENSG00000241438_ENSG00000174579
10267	ENSG00000185090_ENSG00000233728
10268	ENSG00000006704_ENSG00000238391
10269	ENSG00000240747_ENSG00000206552
10270	ENSG00000164647_ENSG00000227646
10271	ENSG00000186073_ENSG00000260582
10272	ENSG00000186073_ENSG00000261191
10273	ENSG00000186073_ENSG00000223518
10274	ENSG00000263388_ENSG00000133028
10275	ENSG00000259505_ENSG00000169857
10276	ENSG00000259749_ENSG00000259647
10277	ENSG00000260174_ENSG00000259647
10278	ENSG00000116017_ENSG00000267159
10279	ENSG00000251779_ENSG00000161542
10280	ENSG00000238418_ENSG00000161542
10281	ENSG00000207169_ENSG00000161542
10282	ENSG00000267518_ENSG00000161542
10283	ENSG00000175854_ENSG00000167110
10284	ENSG00000188994_ENSG00000218313
10285	ENSG00000263640_ENSG00000170619
10286	ENSG00000099968_ENSG00000251737
10287	ENSG00000100142_ENSG00000222044
10288	ENSG00000104325_ENSG00000104320
10289	ENSG00000234983_ENSG00000106588
10290	ENSG00000106591_ENSG00000106588
10291	ENSG00000153815_ENSG00000260229
10292	ENSG00000237059_ENSG00000122643
10293	ENSG00000185787_ENSG00000136378
10294	ENSG00000162775_ENSG00000227963
10295	ENSG00000167670_ENSG00000267255
10296	ENSG00000232490_ENSG00000144645
10297	ENSG00000223965_ENSG00000144645
10298	ENSG00000197385_ENSG00000144645
10299	ENSG00000235670_ENSG00000144645
10300	ENSG00000201701_ENSG00000144645
10301	ENSG00000252398_ENSG00000144645
10302	ENSG00000243415_ENSG00000152952
10303	ENSG00000138604_ENSG00000241774
10304	ENSG00000141401_ENSG00000266955
10305	ENSG00000241537_ENSG00000144736
10306	ENSG00000266800_ENSG00000198105
10307	ENSG00000236514_ENSG00000198105
10308	ENSG00000174903_ENSG00000245156
10309	ENSG00000228237_ENSG00000159658
10310	ENSG00000124939_ENSG00000254404
10311	ENSG00000124935_ENSG00000254404
10312	ENSG00000174903_ENSG00000254452
10313	ENSG00000250186_ENSG00000167085
10314	ENSG00000228804_ENSG00000198471
10315	ENSG00000228804_ENSG00000113916
10316	ENSG00000243415_ENSG00000240032
10317	ENSG00000237054_ENSG00000100462
10318	ENSG00000250696_ENSG00000213759
10319	ENSG00000250696_ENSG00000251222
10320	ENSG00000022277_ENSG00000124091
10321	ENSG00000179467_ENSG00000124091
10322	ENSG00000124103_ENSG00000124091
10323	ENSG00000253197_ENSG00000205133
10324	ENSG00000166509_ENSG00000261540
