sasid	chr	start	end	gene_name	transcript_biotype	exon_overlap_type	exon_overlaping_length	cpg_count	cpg_names
ENSG00000182752_ENSG00000226604	9	118916080	119164601	PAPPA_RP11-45A16.3	protein_coding&antisense	INTRONIC	2942	1	CpG: 86
ENSG00000101162_ENSG00000124172	20	57598757	57603896	TUBB1_ATP5E	protein_coding&protein_coding	3UTR_3UTR	1189	1	CpG: 16
ENSG00000182752_ENSG00000216182	9	118916080	119164601	PAPPA_AL137024.1	protein_coding&miRNA	INTRONIC	89	1	CpG: 86
ENSG00000242325_ENSG00000105186	19	33087910	33167028	RPS12P31_ANKRD27	processed_pseudogene&protein_coding	INTRONIC	399	2	CpG: 16;CpG: 284
ENSG00000238038_ENSG00000119812	2	33827105	33827353	ATP6V0E1P3_FAM98A	protein_coding&snRNA	divergent	2677	1	CpG: 52
ENSG00000234440_ENSG00000108001	10	131633544	131762538	RP11-234G16.2_EBF3	antisense&protein_coding	INTRONIC	601	8	CpG: 26;CpG: 32;CpG: 22;CpG: 25;CpG: 750;CpG: 181;CpG: 30;CpG: 19
ENSG00000224963_ENSG00000213397	X	152713121	152760978	U82695.9_HAUS7	protein_coding&protein_coding	INTRONIC	1234	2	CpG: 49;CpG: 58
ENSG00000186010_ENSG00000178093	19	19624641	19627141	NDUFA13_TSSK6	protein_coding&protein_coding	5UTR_5UTR	293	1	CpG: 211
ENSG00000261559_ENSG00000175265	15	34671269	34880704	RP11-1H8.3_GOLGA8A	processed_pseudogene&protein_coding	INTRONIC	1482	4	CpG: 165;CpG: 155;CpG: 71;CpG: 79
ENSG00000197912_ENSG00000252579	16	89573907	89624176	SPG7_U7	protein_coding&snRNA	INTRONIC	40	5	CpG: 161;CpG: 29;CpG: 19;CpG: 27;CpG: 25
ENSG00000116191_ENSG00000201791	1	178694297	178889238	RALGPS2_SNORA63	protein_coding&snoRNA	INTRONIC	120	1	CpG: 114
ENSG00000107104_ENSG00000227914	9	470288	746105	KANK1_RP11-130C19.3	protein_coding&antisense	INTRONIC	12079	3	CpG: 207;CpG: 22;CpG: 44
ENSG00000084733_ENSG00000235440	2	26256976	26360323	RAB10_RP11-214J9.1	protein_coding&processed_pseudogene	INTRONIC	821	1	CpG: 132
ENSG00000254865_ENSG00000133812	11	9800211	10315754	RP11-748C4.1_SBF2	antisense&protein_coding	INTRONIC	15919	1	CpG: 68
ENSG00000248531_ENSG00000248347	8	48001192	48110484	RP11-1134I14.3_RP11-1134I14.2	unprocessed_pseudogene&unprocessed_pseudogene	INTRONIC	656	1	CpG: 69
ENSG00000185236_ENSG00000265390	19	8455202	8469313	RAB11B_MIR4999	protein_coding&snRNA	divergent	939	1	CpG: 96
ENSG00000189223_ENSG00000125618	2	113993811	113994298	AC016683.6_PAX8	antisense&protein_coding	5UTR_EXON	14	1	CpG: 89
ENSG00000265778_ENSG00000101493	18	74069641	74207146	RP11-17M16.2_ZNF516	antisense&protein_coding	INTRONIC	1881	7	CpG: 18;CpG: 179;CpG: 33;CpG: 29;CpG: 116;CpG: 151;CpG: 47
ENSG00000249590_ENSG00000099999	22	30773832	30824977	RP4-539M6.19_RNF215	protein_coding&protein_coding	INTRONIC	12511	4	CpG: 43;CpG: 45;CpG: 52;CpG: 65
ENSG00000223042_ENSG00000150048	12	10222150	10264226	7SK_CLEC1A	misc_RNA&protein_coding	INTRONIC	306	1	CpG: 37
ENSG00000229032_ENSG00000169213	1	52373625	52456436	RP11-91A18.1_RAB3B	processed_pseudogene&protein_coding	INTRONIC	343	1	CpG: 50
ENSG00000130856_ENSG00000244229	18	74534560	74682683	ZNF236_RPL26P35	protein_coding&processed_pseudogene	INTRONIC	461	3	CpG: 165;CpG: 23;CpG: 16
ENSG00000133318_ENSG00000188070	11	63525625	63531341	RTN3_C11orf95	protein_coding&processed_transcript	EXON_3UTR	1	1	CpG: 171
ENSG00000241560_ENSG00000181722	3	114070530	114070803	ZBTB20-AS1_ZBTB20	antisense&protein_coding	5UTR_EXON	69	1	CpG: 82
ENSG00000261005_ENSG00000266040	17	36858702	36861000	CTB-58E17.1_CTB-58E17.3	lincRNA&antisense	SINGLE_EXON_EXON	279	1	CpG: 228
ENSG00000117154_ENSG00000230035	1	18434237	18704977	IGSF21_RP11-174G17	protein_coding&antisense	INTRONIC	12419	5	CpG: 21;CpG: 29;CpG: 18;CpG: 83;CpG: 90
ENSG00000213721_ENSG00000106571	7	42000545	42276658	HMGN2P30_GLI3	processed_pseudogene&protein_coding	INTRONIC	257	3	CpG: 31;CpG: 105;CpG: 154
ENSG00000231119_ENSG00000101040	20	45837856	45985567	RP4-569M23.2_ZMYND8	processed_transcript&protein_coding	INTRONIC	2074	1	CpG: 38
ENSG00000178031_ENSG00000223211	9	18473889	18910948	ADAMTSL1_AL158150.1	protein_coding&miRNA	INTRONIC	92	1	CpG: 79
ENSG00000264520_ENSG00000196295	7	30555922	30634425	RP4-777O23.2_AC005154.6	lincRNA&antisense	INTRONIC	7884	1	CpG: 89
ENSG00000233613_ENSG00000150401	13	114110131	114145267	DCUN1D2-AS2_DCUN1D2	antisense&protein_coding	INTRONIC	7236	1	CpG: 151
ENSG00000167702_ENSG00000160973	8	145698512	145700439	KIFC2_FOXH1	protein_coding&protein_coding	EXON_3UTR	705	2	CpG: 51;CpG: 101
ENSG00000248968_ENSG00000150756	5	10249508	10250027	CTD-2256P15.1_FAM173B	antisense&protein_coding	3UTR_EXON	40	1	CpG: 103
ENSG00000178031_ENSG00000236857	9	18473889	18910948	ADAMTSL1_RP11-503K16.2	protein_coding&processed_pseudogene	INTRONIC	551	1	CpG: 79
ENSG00000130227_ENSG00000147443	8	21777177	21864096	XPO7_DOK2	protein_coding&snRNA	divergent	5807	1	CpG: 115
ENSG00000136682_ENSG00000238091	2	114195265	114253766	CBWD2_AC016745.1	protein_coding&protein_coding	INTRONIC	439	1	CpG: 39
ENSG00000242290_ENSG00000181722	3	114056938	114866118	RP11-197K3.1_ZBTB20	lincRNA&protein_coding	INTRONIC	66541	2	CpG: 82;CpG: 127
ENSG00000108813_ENSG00000199492	17	48046535	48052321	DLX4_U6	protein_coding&snRNA	divergent	2996	1	CpG: 116
ENSG00000123374_ENSG00000258862	12	56360550	56366568	CDK2_RP11-973D8.3	protein_coding&snRNA	divergent	12667	1	CpG: 34
ENSG00000175643_ENSG00000185338	16	11343503	11445619	RMI2_SOCS1	protein_coding&protein_coding	INTRONIC	1776	4	CpG: 42;CpG: 61;CpG: 202;CpG: 23
ENSG00000187627_ENSG00000226114	2	87135073	87241104	RGPD1_AC111200.8	protein_coding&processed_pseudogene	INTRONIC	362	3	CpG: 36;CpG: 16;CpG: 119
ENSG00000151532_ENSG00000234017	10	114207013	114578503	VTI1A_RP11-214N15.5	protein_coding&processed_pseudogene	INTRONIC	242	1	CpG: 58
ENSG00000108846_ENSG00000251239	17	48712135	48769613	ABCC3_CTB-22K21.2	protein_coding&snRNA	divergent	2835	1	CpG: 77
ENSG00000207203_ENSG00000250709	13	36742928	36871979	RNU6-71_CCDC169-SOHLH2	snRNA&protein_coding	INTRONIC	108	2	CpG: 49;CpG: 33
ENSG00000151532_ENSG00000233340	10	114207013	114578503	VTI1A_RP11-25C19.3	protein_coding&antisense	INTRONIC	6009	1	CpG: 58
ENSG00000217716_ENSG00000202294	9	90631212	90631708	RPS10P3_U6	protein_coding&snRNA	divergent	17963	1	CpG: 38
ENSG00000225398_ENSG00000231943	2	114285142	114320875	AL078621.5_AL078621.4	processed_pseudogene&processed_transcript	INTRONIC	737	2	CpG: 30;CpG: 127
ENSG00000115762_ENSG00000227817	2	131862417	132111282	PLEKHB2_ARHGAP42P1	protein_coding&unprocessed_pseudogene	INTRONIC	2683	4	CpG: 41;CpG: 60;CpG: 32;CpG: 34
ENSG00000136280_ENSG00000232956	7	45039781	45116068	CCM2_SNHG15	protein_coding&snRNA	divergent	13222	2	CpG: 80;CpG: 63
ENSG00000238197_ENSG00000159082	21	34102660	34115433	GCFC1-AS1_SYNJ1	protein_coding&snRNA	divergent	2302	1	CpG: 109
ENSG00000252572_ENSG00000082397	18	5392380	5630699	SNORD112_EPB41L3	snoRNA&protein_coding	INTRONIC	73	3	CpG: 19;CpG: 82;CpG: 241
ENSG00000184302_ENSG00000258692	14	60975666	60979568	SIX6_SALL4P7	protein_coding&snRNA	divergent	12077	1	CpG: 32
ENSG00000222259_ENSG00000137073	9	34049961	34050242	7SK_UBAP2	protein_coding&snRNA	divergent	1015	1	CpG: 80
ENSG00000142173_ENSG00000227438	21	47518008	47552763	COL6A2_AP001471.1	protein_coding&snRNA	divergent	565	1	CpG: 150
ENSG00000111540_ENSG00000185664	12	56367694	56388490	RAB5B_PMEL	protein_coding&snRNA	divergent	596	1	CpG: 37
ENSG00000215193_ENSG00000236890	22	18560686	18613905	PEX26_XXbac-B476C20.11	protein_coding&processed_pseudogene	INTRONIC	211	2	CpG: 100;CpG: 72
ENSG00000122711_ENSG00000107262	9	33218360	33264761	SPINK4_BAG1	protein_coding&protein_coding	INTRONIC	749	1	CpG: 115
ENSG00000228115_ENSG00000227155	9	454301	495610	RP11-165F24.5_RP11-165F24.3	sense_intronic&antisense	INTRONIC	4340	1	CpG: 22
ENSG00000258885_ENSG00000196092	9	36833269	37034103	RP11-344B23.2_PAX5	antisense&protein_coding	INTRONIC	4822	6	CpG: 20;CpG: 76;CpG: 55;CpG: 22;CpG: 159;CpG: 28
ENSG00000256340_ENSG00000260550	16	18581774	18609650	ABCC6P1_RP11-457I16.2	processed_transcript&lincRNA	INTRONIC	523	1	CpG: 33
ENSG00000228624_ENSG00000196591	6	114291267	114291659	RP3-399L15.3_HDAC2	processed_transcript&protein_coding	5UTR_5UTR	25	1	CpG: 125
ENSG00000108278_ENSG00000252912	17	34842470	34855154	ZNHIT3_RNA5SP439	protein_coding&rRNA	INTRONIC	125	1	CpG: 54
ENSG00000228624_ENSG00000216723	6	114317116	114792869	RP3-399L15.3_NUDT19P3	processed_transcript&processed_pseudogene	INTRONIC	864	1	CpG: 147
ENSG00000187229_ENSG00000156011	8	18384808	18942240	RP11-161I2.1_PSD3	processed_transcript&protein_coding	INTRONIC	13502	1	CpG: 88
ENSG00000240057_ENSG00000243483	3	112738376	112902148	RP11-572M11.4_RP11-572M11.2	antisense&processed_pseudogene	INTRONIC	426	1	CpG: 48
ENSG00000228624_ENSG00000249853	6	114317116	114792869	RP3-399L15.3_HS3ST5	processed_transcript&protein_coding	INTRONIC	287461	1	CpG: 147
ENSG00000079335_ENSG00000216067	1	100810581	100985833	CDC14A_AC104457.1	protein_coding&miRNA	INTRONIC	95	1	CpG: 92
ENSG00000252641_ENSG00000163781	3	133383776	133383878	U6_TOPBP1	protein_coding&snRNA	divergent	3040	1	CpG: 52
ENSG00000267611_ENSG00000131941	19	33469496	33555794	CTC-461H2.2_RHPN2	processed_pseudogene&protein_coding	INTRONIC	188	1	CpG: 124
ENSG00000266718_ENSG00000176658	17	30819537	31204195	RP11-466A19.1_MYO1D	antisense&protein_coding	INTRONIC	3799	4	CpG: 53;CpG: 102;CpG: 22;CpG: 63
ENSG00000179889_ENSG00000238728	16	15068445	15233196	PDXDC1_MIR1972-1	protein_coding&miRNA	INTRONIC	78	8	CpG: 37;CpG: 48;CpG: 69;CpG: 89;CpG: 74;CpG: 79;CpG: 41;CpG: 43
ENSG00000102010_ENSG00000087842	X	15402918	15574652	BMX_PIR	protein_coding&protein_coding	INTRONIC	29320	1	CpG: 35
ENSG00000155621_ENSG00000198100	9	74526458	74600970	C9orf85_AL138751.1	protein_coding&pseudogene	INTRONIC	215	1	CpG: 130
ENSG00000228624_ENSG00000221599	6	114317116	114792869	RP3-399L15.3_AL136446.1	processed_transcript&miRNA	INTRONIC	95	1	CpG: 147
ENSG00000228624_ENSG00000212333	6	114317116	114792869	RP3-399L15.3_RNA5SP213	processed_transcript&rRNA	INTRONIC	107	1	CpG: 147
ENSG00000154645_ENSG00000215369	21	19165798	19639690	CHODL_RPL37P3	protein_coding&processed_pseudogene	INTRONIC	294	2	CpG: 108;CpG: 77
ENSG00000224644_ENSG00000106853	9	114311999	114362135	RP11-16L21.7_PTGR1	antisense&protein_coding	INTRONIC	1237	1	CpG: 35
ENSG00000200534_ENSG00000146409	6	133138355	133138487	SNORA33_SLC18B1	protein_coding&snRNA	divergent	18655	2	CpG: 29;CpG: 41
ENSG00000254966_ENSG00000110786	11	18728081	18814268	RP11-1081L13.4_PTPN5	antisense&protein_coding	INTRONIC	12642	2	CpG: 60;CpG: 115
ENSG00000179889_ENSG00000188599	16	15068445	15233196	PDXDC1_NPIPP1	protein_coding&protein_coding	INTRONIC	27282	8	CpG: 37;CpG: 48;CpG: 69;CpG: 89;CpG: 74;CpG: 79;CpG: 41;CpG: 43
ENSG00000061455_ENSG00000223652	5	122424813	122425214	PRDM6_AC106786.1	protein_coding&antisense	5UTR_5UTR	101	1	CpG: 105
ENSG00000228624_ENSG00000218089	6	114317116	114792869	RP3-399L15.3_DNAJA1P4	processed_transcript&processed_pseudogene	INTRONIC	1167	1	CpG: 147
ENSG00000225339_ENSG00000220583	6	34247453	34254545	RP11-513I15.6_RPL35P2	protein_coding&snRNA	divergent	16004	1	CpG: 34
ENSG00000222335_ENSG00000163958	3	195924317	195938308	Y_RNA_ZDHHC19	misc_RNA&protein_coding	INTRONIC	106	1	CpG: 28
ENSG00000152463_ENSG00000237470	10	15057366	15130775	OLAH_RP11-271M1.2	protein_coding&unprocessed_pseudogene	INTRONIC	41627	1	CpG: 59
ENSG00000241107_ENSG00000152465	10	15139233	15210692	RP11-455B2.7_NMT2	processed_transcript&protein_coding	INTRONIC	37236	2	CpG: 103;CpG: 95
ENSG00000072657_ENSG00000257287	12	72666460	73059422	TRHDE_RP11-98E6.1	protein_coding&processed_pseudogene	INTRONIC	355	1	CpG: 175
ENSG00000221500_ENSG00000146409	6	133137938	133138016	SNORD100_SLC18B1	protein_coding&snRNA	divergent	18238	2	CpG: 29;CpG: 41
ENSG00000231128_ENSG00000081019	1	114354329	114355234	RP5-1073O3.2_RSBN1	antisense&protein_coding	5UTR_5UTR	99	1	CpG: 97
ENSG00000099849_ENSG00000185522	11	554861	564021	RASSF7_C11orf35	protein_coding&protein_coding	INTRONIC	377	2	CpG: 182;CpG: 115
ENSG00000259330_ENSG00000244705	15	40617414	40618916	RP11-64K12.2_RP11-133K1.1	protein_coding&snRNA	divergent	11925	1	CpG: 175
ENSG00000241107_ENSG00000176236	10	15139083	15139397	RP11-455B2.7_C10orf111	processed_transcript&protein_coding	5UTR_5UTR	84	1	CpG: 95
ENSG00000100330_ENSG00000239282	22	30279141	31521442	MTMR3_GATSL3	protein_coding&protein_coding	INTRONIC	4512	28	CpG: 38;CpG: 41;CpG: 95;CpG: 50;CpG: 64;CpG: 19;CpG: 82;CpG: 61;CpG: 71;CpG: 81;CpG: 43;CpG: 52;CpG: 65;CpG: 45;CpG: 38;CpG: 60;CpG: 113;CpG: 54;CpG: 61;CpG: 110;CpG: 82;CpG: 61;CpG: 84;CpG: 41;CpG: 28;CpG: 91;CpG: 58;CpG: 63
ENSG00000090339_ENSG00000267607	19	10395788	10399695	ICAM1_CTD-2369P2.8	protein_coding&antisense	SINGLE_EXON_EXON	816	1	CpG: 80
ENSG00000266447_ENSG00000041802	3	194361514	194393206	AC046143.2_LSG1	miRNA&protein_coding	INTRONIC	102	1	CpG: 50
ENSG00000264534_ENSG00000157087	3	10365704	10749716	MIR378B_ATP2B2	miRNA&protein_coding	INTRONIC	58	3	CpG: 26;CpG: 19;CpG: 19
ENSG00000090612_ENSG00000214029	12	133707567	133783698	ZNF268_ZNF891	protein_coding&snRNA	divergent	509	1	CpG: 117
ENSG00000233246_ENSG00000222112	1	33815950	33828846	RP11-415J8.5_7SK	protein_coding&snRNA	divergent	13486	1	CpG: 99
ENSG00000008083_ENSG00000235488	6	15246524	15522252	JARID2_JARID2-AS1	protein_coding&antisense	INTRONIC	821	2	CpG: 51;CpG: 21
ENSG00000229950_ENSG00000137203	6	10414911	10415284	RP1-290I10.6_TFAP2A	antisense&protein_coding	EXON_5UTR	46	1	CpG: 31
ENSG00000267202_ENSG00000101489	18	34852976	34854847	RP11-797E24.3_CELF4	antisense&protein_coding	5UTR_EXON	122	1	CpG: 80
ENSG00000167654_ENSG00000266627	19	3880615	3928076	ATCAY_Metazoa_SRP	protein_coding&misc_RNA	INTRONIC	259	2	CpG: 41;CpG: 59
ENSG00000105371_ENSG00000267607	19	10396474	10399695	ICAM4_CTD-2369P2.8	protein_coding&antisense	SINGLE_EXON_EXON	988	1	CpG: 80
ENSG00000253710_ENSG00000123191	13	52586531	52603800	ALG11_ATP7B	protein_coding&snRNA	divergent	902	1	CpG: 118
ENSG00000008083_ENSG00000201519	6	15246524	15522252	JARID2_U6	protein_coding&snRNA	INTRONIC	107	2	CpG: 51;CpG: 21
ENSG00000166596_ENSG00000265349	17	9479941	9548642	WDR16_RP11-55L4.2	protein_coding&antisense	INTRONIC	4693	1	CpG: 120
ENSG00000131375_ENSG00000252085	3	15247747	15294425	CAPN7_Y_RNA	protein_coding&misc_RNA	INTRONIC	95	1	CpG: 103
ENSG00000253335_ENSG00000156011	8	18384808	18942240	RP11-420B22.1_PSD3	antisense&protein_coding	INTRONIC	11675	1	CpG: 88
ENSG00000142794_ENSG00000227001	1	21766618	21811498	NBPF3_NBPF2P	protein_coding&snRNA	divergent	12159	3	CpG: 121;CpG: 34;CpG: 84
ENSG00000182405_ENSG00000134153	15	34394271	34396591	PGBD4_EMC7	protein_coding&snRNA	divergent	123	1	CpG: 35
ENSG00000252217_ENSG00000074603	15	65734798	65810042	Y_RNA_DPP8	misc_RNA&protein_coding	INTRONIC	97	1	CpG: 58
ENSG00000197728_ENSG00000257449	12	56435634	56438116	RPS26_RP11-603J24.4	protein_coding&snRNA	divergent	45	1	CpG: 58
ENSG00000118655_ENSG00000134262	1	114447561	114448397	DCLRE1B_AP4B1	protein_coding&protein_coding	5UTR_5UTR	62	1	CpG: 61
ENSG00000225972_ENSG00000230021	1	536813	659930	MTND1P23_RP5-857K21.4	unprocessed_pseudogene&processed_transcript	INTRONIC	373	1	CpG: 171
ENSG00000206600_ENSG00000173950	3	194789005	194991896	U6_XXYLT1	snRNA&protein_coding	INTRONIC	108	2	CpG: 132;CpG: 100
ENSG00000264733_ENSG00000103381	16	12756916	12897874	MIR4718_CPPED1	miRNA&protein_coding	INTRONIC	52	1	CpG: 41
ENSG00000122012_ENSG00000252833	5	75378994	75649764	SV2C_RNA5SP186	protein_coding&rRNA	INTRONIC	95	3	CpG: 148;CpG: 42;CpG: 23
ENSG00000266599_ENSG00000176658	17	30819537	31204195	RP11-466A19.3_MYO1D	antisense&protein_coding	INTRONIC	12541	4	CpG: 53;CpG: 102;CpG: 22;CpG: 63
ENSG00000139352_ENSG00000171759	12	103351461	103352780	ASCL1_PAH	protein_coding&protein_coding	5UTR_5UTR	173	1	CpG: 105
ENSG00000180818_ENSG00000228630	12	54378846	54384063	HOXC10_HOTAIR	protein_coding&snRNA	divergent	10107	2	CpG: 165;CpG: 109
ENSG00000259892_ENSG00000175265	15	34671269	34880704	RP11-1H8.4_GOLGA8A	unprocessed_pseudogene&protein_coding	INTRONIC	952	4	CpG: 165;CpG: 155;CpG: 71;CpG: 79
ENSG00000100003_ENSG00000241528	22	30792843	30820603	SEC14L2_RP1-130H16.16	protein_coding&snRNA	divergent	18982	1	CpG: 52
ENSG00000122012_ENSG00000249014	5	75378994	75649764	SV2C_HMGN2P4	protein_coding&processed_pseudogene	INTRONIC	414	3	CpG: 148;CpG: 42;CpG: 23
ENSG00000130856_ENSG00000265261	18	74534560	74682683	ZNF236_RP11-162A12.3	protein_coding&processed_pseudogene	INTRONIC	3791	3	CpG: 165;CpG: 23;CpG: 16
ENSG00000234606_ENSG00000172650	10	75434042	75435832	RP11-464F9.19_AGAP5	antisense&protein_coding	3UTR_EXON	148	1	CpG: 18
ENSG00000186073_ENSG00000223518	15	36871809	37110660	C15orf41_CSNK1A1P1	protein_coding&processed_transcript	INTRONIC	11654	2	CpG: 36;CpG: 35
ENSG00000166707_ENSG00000176274	X	103343895	103401708	ZCCHC18_SLC25A53	processed_transcript&protein_coding	INTRONIC	3428	2	CpG: 36;CpG: 49
ENSG00000202014_ENSG00000135605	4	48137797	48271881	Y_RNA_TEC	misc_RNA&protein_coding	INTRONIC	103	1	CpG: 45
ENSG00000132024_ENSG00000132016	19	14016999	14017314	CC2D1A_C19orf57	protein_coding&protein_coding	5UTR_5UTR	253	1	CpG: 85
ENSG00000164808_ENSG00000251354	8	48173164	48648868	KIAA0146_RP11-697N18.1	protein_coding&unprocessed_pseudogene	INTRONIC	1124	1	CpG: 94
ENSG00000263719_ENSG00000264808	17	27717620	27717795	MIR4523_MIR4523	miRNA&antisense	SINGLE_EXON_EXON	70	1	CpG: 74
ENSG00000227573_ENSG00000081803	7	121958478	122526813	RP5-1166A24.1_CADPS2	processed_pseudogene&protein_coding	INTRONIC	608	1	CpG: 106
ENSG00000164808_ENSG00000254065	8	48173164	48648868	KIAA0146_RP11-697N18.2	protein_coding&processed_pseudogene	INTRONIC	464	1	CpG: 94
ENSG00000182247_ENSG00000221506	3	23244508	23633284	UBE2E2_AC092038.1	protein_coding&miRNA	INTRONIC	71	1	CpG: 85
ENSG00000164808_ENSG00000253330	8	48173164	48648868	KIAA0146_RP11-697N18.3	protein_coding&processed_pseudogene	INTRONIC	1109	1	CpG: 94
ENSG00000148516_ENSG00000237036	10	31607822	31608062	ZEB1_ZEB1-AS1	protein_coding&antisense	EXON_5UTR	124	1	CpG: 238
ENSG00000257488_ENSG00000061273	12	48176502	48231681	RP5-1057I20.2_HDAC7	lincRNA&protein_coding	INTRONIC	6280	2	CpG: 31;CpG: 94
ENSG00000099956_ENSG00000250479	22	24129147	24176703	SMARCB1_CHCHD10	protein_coding&snRNA	divergent	18518	3	CpG: 79;CpG: 62;CpG: 72
ENSG00000185651_ENSG00000183246	22	21899964	21905750	UBE2L3_RIMBP3C	protein_coding&protein_coding	5UTR_5UTR	205	1	CpG: 217
ENSG00000229793_ENSG00000198408	10	103544197	103578696	RP11-190J1.7_MGEA5	antisense&protein_coding	INTRONIC	621	1	CpG: 69
ENSG00000235627_ENSG00000164045	3	48198633	48229892	SNRPFP4_CDC25A	processed_pseudogene&protein_coding	INTRONIC	243	1	CpG: 110
ENSG00000214063_ENSG00000177700	11	842805	867116	TSPAN4_POLR2L	protein_coding&snRNA	divergent	261	1	CpG: 125
ENSG00000252072_ENSG00000242288	10	75434050	75490272	RNA5SP320_RP11-464F9.1	rRNA&processed_transcript	INTRONIC	125	2	CpG: 18;CpG: 57
ENSG00000063176_ENSG00000105516	19	49133688	49134309	SPHK2_DBP	protein_coding&protein_coding	EXON_3UTR	155	1	CpG: 116
ENSG00000240616_ENSG00000105610	19	13004944	13005694	AD000092.3_KLF1	protein_coding&snRNA	divergent	6950	1	CpG: 18
ENSG00000251789_ENSG00000143502	1	223547161	223547266	U4_SUSD4	protein_coding&snRNA	divergent	9618	1	CpG: 140
ENSG00000251668_ENSG00000254893	5	75466254	75470170	RP11-466P24.5_RP11-466P24.2	processed_pseudogene&processed_pseudogene	INTRONIC	175	2	CpG: 23;CpG: 42
ENSG00000100731_ENSG00000258966	14	71374119	71582099	PCNX_RP5-1163L11.3	protein_coding&processed_pseudogene	INTRONIC	267	1	CpG: 130
ENSG00000251288_ENSG00000109323	4	103553047	103682151	RP11-10L12.2_MANBA	processed_pseudogene&protein_coding	INTRONIC	1238	1	CpG: 54
ENSG00000227375_ENSG00000075711	3	197025120	197025494	DLG1-AS1_DLG1	processed_transcript&protein_coding	5UTR_5UTR	76	1	CpG: 111
ENSG00000224207_ENSG00000109323	4	103553047	103682151	RP11-10L12.1_MANBA	processed_pseudogene&protein_coding	INTRONIC	259	1	CpG: 54
ENSG00000262039_ENSG00000198740	17	47448099	47554350	RP11-81K2.1_ZNF652	protein_coding&snRNA	divergent	8265	1	CpG: 88
ENSG00000103047_ENSG00000202497	16	68877506	69119083	TMCO7_U6	protein_coding&snRNA	INTRONIC	105	1	CpG: 44
ENSG00000118976_ENSG00000111224	12	3900210	3982608	HIN1L_PARP11	processed_pseudogene&protein_coding	INTRONIC	3068	2	CpG: 88;CpG: 43
ENSG00000148123_ENSG00000238143	9	103790988	104087417	RP11-35N6.1_RP11-70K10.2	protein_coding&processed_pseudogene	INTRONIC	487	2	CpG: 98;CpG: 18
ENSG00000251794_ENSG00000090863	16	74485853	74641012	U6_GLG1	snRNA&protein_coding	INTRONIC	72	1	CpG: 74
ENSG00000189108_ENSG00000232665	X	103810993	105012102	IL1RAPL2_PHBP10	protein_coding&processed_pseudogene	INTRONIC	792	1	CpG: 41
ENSG00000124003_ENSG00000116120	2	223536502	223574649	MOGAT1_FARSB	protein_coding&snRNA	divergent	15447	1	CpG: 47
ENSG00000246560_ENSG00000109332	4	103749098	103749342	RP11-10L12.4_UBE2D3	processed_transcript&protein_coding	5UTR_5UTR	106	1	CpG: 141
ENSG00000229825_ENSG00000226532	X	123466765	123467226	RP5-1052M9.4_RP5-1052M9.1	protein_coding&snRNA	divergent	6658	1	CpG: 42
ENSG00000205595_ENSG00000249942	4	75418298	75514664	AREGB_AC142293.3	protein_coding&antisense	INTRONIC	9859	1	CpG: 48
ENSG00000061987_ENSG00000257568	12	62860594	62991363	MON2_RP11-863H1.1	protein_coding&antisense	INTRONIC	2585	1	CpG: 50
ENSG00000229751_ENSG00000151474	10	13685703	14504141	RP11-142M10.2_FRMD4A	antisense&protein_coding	INTRONIC	15712	2	CpG: 67;CpG: 97
ENSG00000254429_ENSG00000255136	11	74971168	74972069	CTD-2562J17.7_CTD-2562J17.4	protein_coding&snRNA	divergent	18951	1	CpG: 192
ENSG00000265987_ENSG00000177885	17	73314154	73401790	RP11-16C1.3_GRB2	antisense&protein_coding	INTRONIC	29259	1	CpG: 80
ENSG00000241169_ENSG00000158195	1	27730727	27816669	RP4-752I6.1_WASF2	lincRNA&protein_coding	INTRONIC	2386	1	CpG: 50
ENSG00000236044_ENSG00000123191	13	52506806	52585630	FABP5P2_ATP7B	processed_pseudogene&protein_coding	INTRONIC	409	1	CpG: 118
ENSG00000243943_ENSG00000176714	2	27805894	27858041	ZNF512_CCDC121	protein_coding&protein_coding	INTRONIC	3375	1	CpG: 30
ENSG00000177447_ENSG00000255496	11	27717856	27899195	CBX3P1_RP11-587D21.4	processed_pseudogene&processed_transcript	INTRONIC	555	4	CpG: 58;CpG: 81;CpG: 95;CpG: 14
ENSG00000135900_ENSG00000085449	2	224822118	224832431	MRPL44_WDFY1	protein_coding&snRNA	divergent	12015	2	CpG: 65;CpG: 131
ENSG00000259080_ENSG00000176714	2	27805910	27858041	RP11-158I13.2_CCDC121	processed_transcript&protein_coding	INTRONIC	3375	1	CpG: 30
ENSG00000173482_ENSG00000266149	18	7566777	8406859	PTPRM_RP11-789C17.3	protein_coding&antisense	INTRONIC	6216	2	CpG: 38;CpG: 232
ENSG00000253320_ENSG00000201216	8	103876525	103990104	KB-1507C5.2_Y_RNA	protein_coding&misc_RNA	INTRONIC	99	1	CpG: 181
ENSG00000164048_ENSG00000172113	3	48282587	48343175	ZNF589_NME6	protein_coding&protein_coding	INTRONIC	5991	2	CpG: 48;CpG: 67
ENSG00000255548_ENSG00000170962	11	103777911	104035107	RP11-617B3.2_PDGFD	antisense&protein_coding	INTRONIC	1000	2	CpG: 54;CpG: 39
ENSG00000184886_ENSG00000141140	17	34890585	34891263	PIGW_MYO19	protein_coding&protein_coding	5UTR_5UTR	36	1	CpG: 105
